LocationID,longitude,latitude
89,-73.96096600865032,40.637908996204
90,-73.9969706677951,40.74228093986565
91,-73.93009123119178,40.62627446029894
92,-73.8288383809481,40.7611308853899
93,-73.84087330305412,40.74068891417417
94,-73.89949689131295,40.858142058975176
95,-73.84767806606827,40.721436848969354
96,-73.87156891544794,40.69699287992961
97,-73.97487752716572,40.69079434813276
98,-73.77726469782576,40.73446212948905
99,-74.18641576411449,40.57677236968985
100,-73.98878646515169,40.75351125639586
101,-73.7110410051303,40.745991062149436
102,-73.87574473791976,40.70354123002236
103,-74.04528144024383,40.689863400255874
103,-74.04077924965351,40.69876026748589
103,-74.01905916045406,40.68878774882992
106,-73.99063253165328,40.673515106255536
107,-73.98406498105163,40.73684253972145
108,-73.98141627314897,40.58839942579437
109,-74.15087548782388,40.55185721528815
110,-74.12835474818642,40.54574368989314
111,-73.99023089848747,40.65213948350127
112,-73.94952656403214,40.729492832078385
113,-73.99432498988477,40.73258935603123
114,-73.99736620390087,40.728338466619725
115,-74.08785464611627,40.61797374163496
116,-73.94852055267326,40.82702464672373
117,-73.78960816537018,40.5940498697158
118,-74.13297646782281,40.58655941383758
119,-73.92615272949062,40.837855346497996
120,-73.93016338879494,40.84669260934334
121,-73.80246180921765,40.728355229458366
122,-73.76114721806958,40.710640562821474
123,-73.96433340206772,40.59995561591697
124,-73.84492921138568,40.6582605089361
125,-74.00750806648878,40.72627719651181
126,-73.88555548815866,40.81207484239335
127,-73.91931998104003,40.86607334145932
128,-73.92437346002129,40.87238208150961
129,-73.88531117746591,40.757301574322994
130,-73.7940048640045,40.70435315199279
131,-73.77611306905541,40.72065790015537
132,-73.7865316674954,40.646973836788845
133,-73.97619395001115,40.640589368806296
134,-73.82872173360367,40.70805065588354
135,-73.82119398432904,40.72837291847734
136,-73.9059181577786,40.86525571944545
137,-73.97648859766858,40.740444844763715
138,-73.87358417691276,40.774378169857954
139,-73.74422509498154,40.67710296818943
140,-73.9547533937109,40.765475367194725
141,-73.95963239962087,40.766948594206866
142,-73.98153296743637,40.77363808192882
143,-73.98764647156706,40.77597192348081
144,-73.99693670470603,40.72087837718129
145,-73.94887706042722,40.74539650023347
146,-73.93483090674265,40.75424902041174
147,-73.89895592987178,40.8196797206444
148,-73.99091793094567,40.71893903687151
149,-73.94813477928426,40.604915652912226
150,-73.94364434310529,40.580461116122414
151,-73.96817383130586,40.79793853876972
152,-73.95379701260241,40.817974017398484
153,-73.9104029273551,40.875953996964796
154,-73.9026034503286,40.59356390268527
155,-73.91528904577503,40.61458901310298
156,-74.16723715066614,40.63129003292871
157,-73.90233759798554,40.7239794886132
158,-74.0089953530802,40.73502567288957
159,-73.91279541220241,40.81824564361059
160,-73.88002696863396,40.71833146353037
161,-73.97769894872191,40.75802643502051
162,-73.97237004076295,40.75667679978809
163,-73.97756091873998,40.764418966391965
164,-73.98515865938967,40.74857704668179
165,-73.95682152392867,40.62092159135722
166,-73.96176219190468,40.80944666983656
167,-73.90236297807708,40.82750814751264
168,-73.91681710802604,40.80734593291646
169,-73.90512054266785,40.84905506604098
170,-73.97849151768885,40.74774673946796
171,-73.8095457134166,40.768351835414414
172,-74.10502909958659,40.571769473212605
173,-73.86302480181416,40.75257668974653
174,-73.87902238764018,40.877158773409214
175,-73.75462002970747,40.74268967748422
176,-74.12259028658387,40.56199272691903
177,-73.9136383644746,40.67664885385066
178,-73.97032777038766,40.61731053003688
179,-73.92834130090932,40.7715548340503
180,-73.84705324088351,40.67559982942973
181,-73.98142480355733,40.670373840805425
182,-73.85794019794497,40.837718457640406
183,-73.83159704511766,40.849161461405906
184,-73.80787176011538,40.86827288520738
185,-73.85443276126404,40.85440107029289
186,-73.99243668989175,40.748496888984036
187,-74.14079576945801,40.628167016203015
188,-73.94743710700317,40.658748489853615
189,-73.96758362360625,40.67762058824654
190,-73.96891717866394,40.66162101357864
191,-73.74154333545951,40.715461333926854
192,-73.81523357632518,40.74374849275043
193,-73.94198616306639,40.760312727840805
194,-73.92459811690104,40.790993219279066
195,-74.00918681848316,40.67554986792261
196,-73.86335643564891,40.726178165001585
197,-73.8308975656418,40.694538419024774
198,-73.90170338658524,40.70652377160148
199,-73.88263836859669,40.79112013655383
200,-73.9069779455128,40.89952893625567
201,-73.84346833652972,40.57798157702162
202,-73.94991976643064,40.761948934575265
203,-73.73946876118649,40.657860443138524
204,-74.20782221019296,40.540320212088176
205,-73.7631478536331,40.691197870661796
206,-74.10230219703911,40.63897838368594
207,-73.89935669976865,40.76397829911194
208,-73.82353542441162,40.82331701688626
209,-74.00369339869535,40.709092107908425
210,-73.94052262668423,40.5920244680112
211,-74.00152700660395,40.72389720202295
212,-73.86971182196567,40.82789612205052
213,-73.85813383222121,40.81785835071512
214,-74.08551256256648,40.586784466619946
215,-73.7909886956491,40.69442735677599
216,-73.8194820131513,40.67613981456796
217,-73.95858602989946,40.70391938851382
218,-73.77303103698596,40.672087679195535
219,-73.7645592526469,40.66218831571908
220,-73.91066352222812,40.88240469281953
221,-74.0737226249966,40.618777655813766
222,-73.88238947305584,40.647530943893514
223,-73.90540406389604,40.777427562099724
224,-73.97663026946546,40.73181046760721
225,-73.9318883737409,40.688167248561165
226,-73.92468096261156,40.73769609485899
227,-74.00464555201049,40.641889648714816
228,-74.01127627623542,40.65235454133591
229,-73.96514545761072,40.75673638645831
230,-73.98419751283382,40.75981670799057
231,-74.00787339326719,40.71778074625711
232,-73.9830174822478,40.71473815219736
233,-73.97044182454677,40.74991702588802
234,-73.99046089360695,40.74032976274589
235,-73.91597453905179,40.85252122728956
236,-73.95701126693197,40.78043986511869
237,-73.96563558334046,40.76861653225991
238,-73.97306126608068,40.79169519911355
239,-73.97863026647384,40.783954319254875
240,-73.88197812871529,40.8946109371013
241,-73.89562649991366,40.87650224090347
242,-73.85065978601105,40.84677860856434
243,-73.93285601961378,40.85710836164756
244,-73.94139882972519,40.841708484132376
245,-74.10285003179393,40.630064826199174
246,-74.00400487600103,40.753311261109374
247,-73.92444507492041,40.82895101607046
248,-73.87229227236998,40.83418031809392
249,-74.00287372743782,40.7345689999081
250,-73.8486199348401,40.83210946596232
251,-74.12533608342187,40.61689698552032
252,-73.81564349222118,40.78819953835026
253,-73.84124674328551,40.760645791882055
254,-73.85894788397573,40.882159243216734
255,-73.95742044021341,40.71880899857081
256,-73.95989395547487,40.710880863828834
257,-73.97799249342515,40.653608312584694
258,-73.85574553450812,40.68873326477123
259,-73.85223690886428,40.89793842080447
260,-73.90631248649264,40.74424618157742
261,-74.01300765758842,40.70912594766704
262,-73.94652366655652,40.77591776744244
263,-73.9510083117171,40.77876610155703
